,precision,recall,f1-score,support
Negative,0.4375,0.13655120670251344,0.20813875917278188,7997.0
Neutral,0.17329959358944866,0.2462678435218481,0.20343865334413538,9177.0
Positive,0.8422375033060037,0.8629951370801403,0.8524899798481547,66421.0
accuracy,0.7257969974280758,0.7257969974280758,0.7257969974280758,0.7257969974280758
macro avg,0.48434569896515073,0.4152713957681673,0.42135579745502394,83595.0
weighted avg,0.7300833193068778,0.7257969974280758,0.7195966161892237,83595.0
