,precision,recall,f1-score,support
Negative,0.4917280521676126,0.5091909466049769,0.5003071630421427,7997.0
Neutral,0.23890012131014962,0.32189168573607935,0.2742549438306564,9177.0
Positive,0.8956139096729098,0.8487978199665769,0.8715776455128701,66421.0
accuracy,0.7584664154554698,0.7584664154554698,0.7584664154554698,0.7584664154554698
macro avg,0.5420806943835573,0.559960150769211,0.548713250795223,83595.0
weighted avg,0.7848831525908485,0.7584664154554698,0.7704869046592774,83595.0
