,precision,recall,f1-score,support
Negative,0.4353071185192007,0.591096661247968,0.5013788714467543,7997.0
Neutral,0.22913162321278385,0.4749918273945734,0.30913797383071523,9177.0
Positive,0.9365318736967531,0.7573357823579892,0.8374551538711261,66421.0
accuracy,0.7104372271068844,0.7104372271068844,0.7104372271068844,0.7104372271068844
macro avg,0.5336568718095792,0.6078080903335102,0.5493239997161986,83595.0
weighted avg,0.8109250016847156,0.7104372271068844,0.7473065948451252,83595.0
