,precision,recall,f1-score,support
Negative,0.5642593300216533,0.5540270135067534,0.55909635893229,7996.0
Neutral,0.29740851963074183,0.2913806254767353,0.2943637164244826,9177.0
Positive,0.9016599748307066,0.9061535450261228,0.9039011752337325,66417.0
accuracy,0.8049766718506999,0.8049766718506999,0.8049766718506999,0.8049766718506999
macro avg,0.5877759414943672,0.5838537280032039,0.5857870835301684,83590.0
weighted avg,0.803046849334077,0.8049766718506999,0.803999457676144,83590.0
