,precision,recall,f1-score,support
Negative,0.35093896713615025,0.4487243621810905,0.3938529088913282,7996.0
Neutral,0.1749282845668388,0.33224365260978533,0.22918780771977298,9177.0
Positive,0.901512442791762,0.7592483852025836,0.8242871037081231,66417.0
accuracy,0.6826653905969614,0.6826653905969614,0.6826653905969614,0.6826653905969614
macro avg,0.4757932314982503,0.5134054666644865,0.4824426067730747,83590.0
weighted avg,0.7690773628614785,0.6826653905969614,0.7177794106701977,83590.0
