,precision,recall,f1-score,support
Negative,0.5358594657375145,0.4601670614636579,0.49513716547052117,8021.0
Neutral,0.26108740025978844,0.3058030862855901,0.2816816816816817,9202.0
Positive,0.8892124742142944,0.8832773349806391,0.886234967762417,66371.0
accuracy,0.7791109409766251,0.7791109409766251,0.7791109409766251,0.7791109409766251
macro avg,0.5620531134038658,0.5497491609099624,0.5543512716382066,83594.0
weighted avg,0.7861637935491554,0.7791109409766251,0.7821593784773221,83594.0
