,precision,recall,f1-score,support
Negative,0.6213645509420157,0.35511185448463306,0.4519390673850861,9566.0
Neutral,0.4268456375838926,0.39075940034406487,0.40800615858352574,16276.0
Positive,0.8106376921617006,0.8874863643447094,0.8473231333845811,57753.0
accuracy,0.729852263891381,0.729852263891381,0.729852263891381,0.729852263891381
macro avg,0.619615960229203,0.5444525397244692,0.569089453117731,83595.0
weighted avg,0.7142541004490873,0.729852263891381,0.7165429783847228,83595.0
