,precision,recall,f1-score,support
Negative,0.5026515151515152,0.501574902356054,0.5021126316453302,7937.0
Neutral,0.2508256880733945,0.2941366325981711,0.27076008913097305,9295.0
Positive,0.8921343110768043,0.8707864321986649,0.88133111683875,66363.0
accuracy,0.7716131347568634,0.7716131347568634,0.7716131347568634,0.7716131347568634
macro avg,0.5485371714339047,0.5554993223842967,0.5514012792050177,83595.0
weighted avg,0.783846870415572,0.7716131347568634,0.77743596976627,83595.0
