,precision,recall,f1-score,support
Negative,0.4468849430360259,0.5444541703138677,0.49086809470124015,7997.0
Neutral,0.22741084279545817,0.46485779666557697,0.30541237113402064,9177.0
Positive,0.9265423919554209,0.7685220035832041,0.8401665651694455,66421.0
accuracy,0.7137508224176087,0.7137508224176087,0.7137508224176087,0.7137508224176087
macro avg,0.5336127259289684,0.5926113235208829,0.5454823436682354,83595.0
weighted avg,0.8039064586382443,0.7137508224176087,0.7480464729749682,83595.0
