,precision,recall,f1-score,support
Negative,0.49219662384541885,0.5797898949474737,0.5324145851277634,7996.0
Neutral,0.2507125821650864,0.46965239184918817,0.3269114077669903,9177.0
Positive,0.9334503334503335,0.8008190674074409,0.8620630971579536,66417.0
accuracy,0.7433185787773657,0.7433185787773657,0.7433185787773657,0.7433185787773657
macro avg,0.5587865131536129,0.616753784734701,0.5737963633509024,83590.0
weighted avg,0.8162862108812987,0.7433185787773657,0.7717776975200272,83590.0
