,precision,recall,f1-score,support
Negative,0.46824781114928515,0.526742301458671,0.4957756395212391,8021.0
Neutral,0.222486817485967,0.28428602477722237,0.249618320610687,9202.0
Positive,0.8922834445098945,0.8444501363547332,0.8677080753034432,66371.0
accuracy,0.7523027968514486,0.7523027968514486,0.7523027968514486,0.7523027968514486
macro avg,0.5276726910483822,0.5518261541968755,0.5377006784784565,83594.0
weighted avg,0.7778654434923618,0.7523027968514486,0.7639813486233967,83594.0
